sec,nat,scho,town,sect,study,final
70.13,58,198,44,9,5,4
63.3,58,198,44,9,5,3
73.87,58,508,44,9,5,4
92.17,58,1160,35,9,5,5
85.28,58,2105,38,8,3,6
87.61,58,2043,35,8,3,5
80.22,58,198,44,9,5,5
82.48,58,1160,35,9,5,4
76.13,58,198,44,9,5,4
85.3,58,508,44,8,5,5
65.19,58,1488,22,8,3,3
64.67,58,198,44,8,5,3
81.91,58,198,44,9,5,5
59.94,58,1465,44,8,2,3
81.28,58,134,36,8,3,5
95.65,58,1171,35,9,5,6
59.7,58,109,41,9,5,3
99.92,21,2350,37,8,3,6
88.61,35,1118,21,8,3,5
89.26,58,1160,35,9,5,5
88.78,58,1171,35,9,5,5
99.39,21,510,35,8,3,6
76,58,2138,41,9,5,5
85.22,58,795,37,9,5,5
95.48,58,525,35,9,5,6
84.17,58,1804,40,9,5,5
92.52,58,525,35,9,5,5
90.08,35,1118,21,8,3,5
83.88,58,779,21,8,3,5
86.74,58,1735,29,9,5,5
82.08,15,1531,35,8,3,5
85.44,58,594,11,8,3,5
83.48,58,1735,29,9,5,4
89.26,58,1902,35,9,5,5
80.48,58,1461,28,9,5,4
65.19,58,1735,29,9,5,4
99.69,21,748,45,8,3,6
72.5,58,553,35,9,3,4
65.26,58,1735,29,9,5,4
62.91,58,1698,30,8,2,3
75.22,58,1716,26,8,3,4
66.14,58,1463,44,8,3,3
81.83,58,974,45,9,5,5
82.31,58,644,29,8,3,5
79.03,58,1213,12,6,3,4
84.47,58,672,40,8,3,5
68.42,58,1048,40,8,3,4
96.28,58,767,19,8,3,6
90.28,58,767,19,8,3,6
90.22,58,2386,44,8,3,6
89.26,58,795,37,9,5,5
77.61,57,180,35,8,3,5
78.43,58,1390,44,9,5,4
89.87,58,1159,35,9,5,5
77.83,58,198,44,9,5,4
94.97,58,1289,32,8,3,6
80.35,58,1236,35,9,5,4
87.39,58,1159,35,9,5,5
79.04,58,198,44,9,5,4
89.65,58,1159,35,9,5,6
93.06,58,2004,35,8,3,6
97.17,58,1159,35,9,5,6
73.87,58,1236,35,9,5,4
86.22,58,198,44,9,5,5
90.58,58,1213,12,6,3,5
80.58,64,1490,45,8,3,5
90.78,58,54,35,8,3,6
74.74,58,198,44,9,5,4
84.16,58,200,44,9,2,5
86.97,35,1118,21,8,3,5
66.96,58,198,44,9,5,3
66.97,35,1924,11,9,3,3
81.04,58,1236,35,9,5,4
70.33,58,198,44,8,5,3
81.52,58,1735,29,9,5,5
70.39,77,269,35,8,3,4
75.44,77,269,35,8,3,4
87.28,58,2306,35,8,3,6
88.72,35,1118,21,8,3,5
77.69,64,1490,45,8,3,5
57.73,58,1077,36,9,2,2
85.78,58,2059,35,8,5,5
86.69,63,432,44,8,3,5
90.39,21,1069,44,8,3,6
91.57,58,1159,35,9,5,6
92.92,58,1634,11,8,3,6
83.65,58,1621,11,9,3,5
92.81,64,1634,11,8,3,6
96.58,58,2083,23,8,3,6
75.48,58,1236,35,9,5,4
80.35,58,1191,38,9,3,5
86.65,58,1907,29,9,5,5
94.26,58,1221,35,8,5,5
79.72,58,1191,38,8,3,5
80.52,58,2296,35,9,5,5
66.04,58,198,44,9,5,4
83.78,35,1712,6,8,3,5
93.3,58,525,35,9,5,6
67.28,35,501,6,8,3,4
97.75,21,535,35,8,3,6
98.61,58,130,33,8,3,6
82.14,77,1547,44,8,3,5
86.57,58,684,36,9,5,5
89.53,58,299,45,8,3,5
92.26,58,1159,35,9,5,6
81.22,58,198,44,9,5,5
72.78,58,1050,44,9,5,4
78.35,58,1266,44,7,3,5
74.26,58,198,44,9,5,4
93.39,35,217,45,8,3,6
83.17,58,1907,29,9,5,4
97.35,58,1159,35,9,5,6
63.36,58,1732,29,8,3,4
60.67,58,547,44,8,2,3
83.26,58,1159,35,9,5,5
90.81,58,508,44,8,5,5
62.76,58,1211,44,8,2,3
61.27,58,1211,44,8,2,3
80.19,58,671,23,8,2,4
73.17,33,2386,44,8,3,4
67.79,58,1211,44,8,2,3
76.57,58,1159,35,9,5,4
65,58,1211,44,8,2,3
80,58,1956,11,8,3,5
88.61,58,1574,36,9,5,5
75.23,51,1547,44,7,2,4
65.88,58,1211,44,8,2,3
83.85,58,922,44,8,5,5
87.75,58,1584,45,8,3,5
92.89,58,922,44,8,5,6
91.81,58,922,44,8,5,6
79.74,58,2254,31,9,3,5
76.81,58,2025,44,8,3,4
55.94,58,1211,44,8,2,3
72.64,77,926,44,8,2,4
72.39,58,1547,44,7,2,4
82.04,58,1834,29,9,5,5
69.82,58,1211,44,8,2,4
72.32,58,1024,44,8,5,4
86.48,58,284,35,9,5,5
85.7,58,284,35,9,5,5
92.74,58,1832,35,9,5,6
78,58,991,42,9,5,4
95.09,58,2059,35,9,5,6
70.87,58,991,42,9,5,3
81.22,58,2348,37,9,5,5
91.74,58,1832,35,9,5,5
93.83,58,1832,35,9,5,6
61.87,48,1414,21,9,5,3
85.83,58,635,35,9,5,5
85.22,58,2016,34,9,5,5
91.78,58,1565,26,9,5,6
83.29,58,1228,32,9,2,5
78.43,58,2046,35,9,5,4
90.13,58,684,36,9,5,6
90.13,58,2016,34,9,5,6
68.17,58,2215,36,9,5,4
86.22,58,326,11,9,5,5
67.22,58,991,42,9,5,3
75.13,58,2296,35,9,5,4
80.04,58,941,42,9,5,5
79.57,58,2074,42,9,5,4
68.3,58,991,42,9,5,3
68.22,58,941,42,9,5,4
87.61,77,2296,35,9,5,5
89.13,58,1565,26,9,5,6
94.61,58,462,35,9,5,6
65.87,58,941,42,9,5,3
75.43,58,1804,40,9,5,5
82.3,58,827,44,8,5,5
72.87,58,941,42,9,5,4
76.7,58,635,35,9,5,5
84.43,58,1281,35,9,5,5
82.39,58,635,35,9,5,5
78.26,58,1735,29,9,5,4
71.91,58,941,42,9,5,4
89.35,58,1281,35,9,5,5
68.52,58,941,42,9,5,3
71.83,58,941,42,9,5,4
89.26,58,1137,43,9,5,5
89,58,2054,42,9,5,5
69.74,58,941,42,9,5,4
80.13,58,1907,29,9,5,4
94.35,58,1137,43,9,5,6
92.61,58,181,35,9,5,6
89.91,58,2051,35,9,5,6
87.15,58,748,45,9,3,5
85.48,58,1735,29,9,5,5
80.48,58,1735,29,9,5,4
74.04,58,1652,24,9,5,4
86.04,58,1331,45,9,5,5
68.74,58,77,42,9,4,4
79.91,58,1273,29,9,5,5
88.15,58,181,35,8,5,5
83.65,58,1229,35,9,5,5
85.65,58,1229,35,9,5,5
0,58,2207,31,9,2,4
89.83,58,1902,35,9,5,5
86.48,58,1902,35,9,5,5
94.78,58,1902,35,9,5,6
81.56,58,1902,35,8,5,5
88.26,58,1902,35,9,5,5
82.96,58,1902,35,9,5,5
85.33,58,1902,35,8,5,5
88.39,58,1967,32,8,3,5
83.65,58,1911,45,9,5,5
80.35,58,2231,31,9,5,5
92.97,58,558,35,8,3,6
86.06,58,392,29,8,3,5
78.78,35,779,21,8,3,5
87.08,58,1763,39,8,3,6
88.33,58,922,44,8,5,5
71.81,77,1613,35,8,3,4
80.04,58,1372,16,9,5,5
92.03,58,1279,32,8,3,6
92.67,58,922,44,8,5,6
94.5,50,920,36,8,3,6
99.92,64,464,43,8,3,6
64.78,58,141,35,8,3,4
93.17,58,525,35,9,5,6
93.36,33,374,35,8,3,6
64.74,58,1547,44,7,2,3
89.22,58,525,35,9,5,5
70.92,58,374,35,8,3,3
82.22,58,2348,37,9,5,5
86.52,58,1390,44,9,5,5
95.52,58,525,35,9,5,6
98.64,21,832,44,8,3,6
66.33,58,2109,45,8,3,3
87.96,58,628,30,9,5,5
85.81,58,515,44,8,5,5
72.32,58,2092,44,9,2,4
84.26,58,1390,44,9,5,5
90.69,58,1837,35,8,3,5
64.06,58,1988,44,7,2,3
73.61,58,1390,44,9,5,4
79.65,58,827,44,9,5,5
86.7,58,827,44,9,5,5
79.87,58,1390,44,9,5,5
84.81,58,2004,35,8,3,5
75.44,58,1732,29,8,3,5
94.28,58,47,35,8,3,6
97.06,58,674,40,8,3,6
76.39,58,1390,44,9,5,5
86.53,58,2284,45,8,3,5
78.22,58,817,40,8,3,4
70.17,58,1390,44,9,5,4
84.65,58,619,1,9,5,6
84.22,58,215,11,8,5,4
87.53,58,2036,35,8,3,5
77.03,58,451,45,9,2,4
81.47,58,106,33,9,3,5
96.09,58,1163,21,9,5,6
73.78,58,1890,33,8,3,4
80.13,58,1390,44,9,5,5
76.17,58,1390,44,9,5,5
73.91,58,2275,38,9,5,4
81,58,2106,38,9,5,5
99.56,58,1763,39,8,3,6
90.53,58,1614,45,8,3,6
89.35,58,1390,44,9,5,5
84.13,58,1390,44,9,5,5
95.58,58,392,29,8,3,6
85.09,58,715,44,8,5,5
90.43,58,1390,44,9,5,5
83.48,58,1390,44,9,5,5
99.31,21,765,13,8,3,6
90,58,1456,45,9,4,6
74.26,58,1490,45,9,3,4
83.65,58,1390,44,9,5,5
66.52,58,1803,44,8,5,4
83.61,58,1390,44,9,5,5
80.72,58,501,6,8,3,5
70.17,58,501,6,8,3,5
73.74,58,1390,44,9,5,4
85.48,58,795,37,9,5,5
68.43,58,1390,44,9,5,4
64.26,58,1813,21,9,5,3
72.92,58,37,19,8,3,4
87.11,58,42,19,8,3,5
76.7,58,1813,21,9,5,4
82.09,58,1390,44,9,5,5
83.61,58,797,10,9,5,5
73.04,58,1813,21,9,5,4
76.65,58,1813,21,9,5,4
70.61,58,1720,40,9,4,4
74,58,1533,41,8,3,4
73,58,1140,9,9,5,4
80.93,58,331,35,8,5,4
76.75,35,2429,16,8,3,5
71.48,58,1813,21,9,5,4
99.83,58,1175,35,8,3,6
82.59,58,331,35,8,5,5
75.39,58,1813,21,9,5,4
87.42,64,1579,44,8,3,5
68.08,58,1868,37,8,3,4
70.5,58,1691,16,8,3,4
84.78,58,1691,16,8,3,5
65.94,58,1936,16,8,3,3
78.81,58,1691,16,8,3,5
68.69,58,1691,16,8,3,4
78.44,58,1691,16,8,3,5
74.36,58,1936,16,8,3,4
79.61,58,1691,16,8,3,5
82.03,58,1691,16,8,3,5
73.03,58,1371,16,8,3,4
65.5,58,1936,16,8,3,3
85.52,58,331,35,8,5,5
73.12,58,2290,43,8,3,5
85.48,58,331,35,8,5,5
78.74,58,1547,44,7,2,5
76.14,35,754,21,8,3,5
87.56,58,331,35,8,5,5
73.39,35,754,21,8,3,5
81.33,35,754,21,8,3,5
73.08,35,779,21,8,3,4
68.56,58,964,45,8,3,5
79.22,58,2296,35,9,5,5
82.57,58,2296,35,9,5,5
79.52,58,2296,35,9,5,5
91.39,58,2296,35,9,5,6
76.69,58,682,26,8,3,4
85.92,63,1716,26,8,3,5
86.59,58,331,35,8,5,5
96.22,58,1165,14,9,5,6
92.78,58,1839,35,8,5,6
93.26,58,1165,14,9,5,5
93.26,58,1832,35,9,5,6
89.83,58,1165,14,9,5,5
88.33,58,331,35,8,5,5
96.57,58,1165,14,9,5,6
89.78,58,524,35,9,5,5
89.96,58,1893,35,9,5,6
93.3,58,1165,14,9,5,5
92.65,58,1165,14,9,5,5
87.04,58,524,35,9,5,5
94.43,58,1165,14,9,5,6
92.26,58,1165,14,9,5,5
83.09,58,1281,35,9,5,5
88.3,58,1031,37,9,5,5
91.83,58,1165,14,9,5,5
90.85,58,937,45,8,5,6
84.07,58,331,35,8,5,5
81.7,58,1165,14,9,5,4
84.52,58,1165,14,9,5,5
85.19,58,181,35,8,5,5
87.78,58,2051,35,9,5,5
93.13,58,1165,14,9,5,6
89,58,1031,37,9,5,5
76.04,64,1083,45,8,5,4
75.83,58,1083,45,9,5,4
92.61,58,1281,35,9,5,6
64.22,58,1083,45,8,5,3
92.3,58,1502,35,9,5,6
84.91,58,1165,14,9,5,5
75.3,58,2044,40,9,4,4
82.33,58,331,35,8,5,5
77.78,58,2037,36,9,5,4
78.78,58,2059,35,9,5,5
87.26,58,1839,35,8,5,5
83.37,58,508,44,8,5,5
74,58,1083,45,9,5,4
92,58,1031,37,9,5,6
78.74,58,1582,40,9,4,5
70.04,58,1349,44,8,5,4
80.04,58,1349,44,9,5,4
83.96,58,331,35,8,5,5
76.96,58,715,44,8,5,5
77.74,58,1349,44,9,5,4
73.48,58,941,42,9,5,4
92.43,58,1031,37,9,5,6
88.48,58,331,35,8,5,5
82.17,58,1952,5,9,5,5
79.09,58,1952,5,9,5,5
88.43,58,827,44,9,5,5
72.83,58,941,42,9,5,4
77,58,715,44,9,5,4
91.43,58,1031,37,9,5,6
84.7,58,331,35,8,5,5
77.78,58,1834,29,9,5,4
74.61,58,941,42,9,5,4
86.74,58,1349,44,8,5,5
94.52,58,525,35,9,5,6
86.35,58,1735,29,9,5,5
76.35,58,2231,31,9,5,4
83.07,58,1349,44,8,5,5
82.7,58,331,35,8,5,5
84.26,58,1735,29,9,5,5
85.04,58,1031,37,9,5,5
77.85,58,1349,44,8,5,5
88.39,58,1907,29,9,5,5
83.85,58,331,35,8,5,5
69.83,58,2054,42,9,5,4
84.26,58,1349,44,8,5,5
91.09,58,1137,43,9,5,5
88.15,58,331,35,8,5,5
90.3,58,1031,37,9,5,6
83.56,58,1349,44,8,5,5
83.67,58,331,35,8,5,5
71.61,58,941,42,9,5,4
77.48,58,1349,44,9,5,4
90,58,901,37,9,5,5
86.09,58,1349,44,9,5,5
87.19,58,331,35,8,5,5
88.7,58,331,35,8,5,5
85.61,58,2219,31,9,4,5
81.85,58,331,35,8,5,5
87.04,58,1735,29,9,5,5
70.65,58,2431,11,9,5,4
79.04,58,1349,44,9,5,4
79.87,58,1349,44,9,5,4
87.96,58,1735,29,9,5,5
82.35,58,1735,29,9,5,4
83.78,58,331,35,8,5,5
85.37,58,181,35,8,5,5
84.59,58,1349,44,8,5,5
70.78,58,1349,44,8,5,4
82.43,58,1349,44,9,5,5
84.22,58,1834,29,9,5,5
86.57,58,2219,31,9,4,6
76.91,58,1349,44,9,5,4
81.22,58,1349,44,9,5,4
76.48,58,2219,31,9,4,5
83.09,58,1349,44,9,5,5
84.26,58,1349,44,9,5,5
61,58,1349,44,8,5,3
88.19,58,331,35,8,5,5
82.26,58,1349,44,9,5,5
81.91,58,1349,44,9,5,5
80.07,58,331,35,8,5,4
78.3,58,2219,31,9,4,5
72.13,58,1349,44,9,5,4
79.7,58,1349,44,8,5,5
86.3,58,1349,44,9,5,5
78.7,58,1349,44,9,5,4
77.04,58,1349,44,8,5,4
83.48,58,1349,44,9,5,5
85.83,58,1349,44,9,5,5
80.39,58,1349,44,9,5,5
83.67,58,1349,44,8,5,5
76.15,58,1349,44,8,5,5
82.13,58,1349,44,9,5,4
68.67,58,1429,44,8,2,3
77.22,58,1349,44,8,5,4
78.74,58,1349,44,8,5,5
73.13,58,509,44,9,5,4
79.52,58,1349,44,9,5,4
75.56,46,1349,44,8,5,4
81.17,58,1349,44,9,5,5
79.7,58,1349,44,8,5,5
67.41,58,1349,44,8,5,3
81.48,58,1349,44,9,5,4
79.78,58,1349,44,8,5,5
83.26,58,1349,44,8,5,5
84.61,58,176,7,9,5,5
89.57,58,1349,44,9,5,5
93.44,58,1763,39,8,3,6
91.36,58,1725,39,8,3,6
73,35,779,21,8,3,4
65.28,35,1548,34,8,3,4
87.94,35,1118,21,8,3,5
93,58,945,44,8,3,6
77,35,971,45,8,3,5
82.08,35,1303,38,8,3,5
87.86,35,1118,21,8,3,5
85.91,58,857,36,9,5,5
91.65,58,1940,35,9,5,5
82.68,58,1955,44,9,2,4
81.04,58,2348,37,9,5,5
93.22,58,1940,35,9,5,5
64.44,35,754,21,8,3,4
93.87,58,525,35,9,5,6
90.61,58,857,36,9,5,6
76.19,35,34,21,8,3,4
81.35,58,1805,29,9,5,5
68.65,58,200,44,9,2,3
88.48,58,857,36,9,5,5
71.06,77,2277,44,8,2,4
77.03,35,501,6,8,3,4
96,58,2060,35,8,3,6
82.03,35,501,6,8,3,4
88.52,58,857,36,9,5,5
94.69,58,180,35,8,3,5
75.3,58,1024,44,9,5,4
89.13,58,1031,37,9,5,5
67.53,35,1548,34,8,3,3
95.44,64,521,35,8,3,6
70.3,58,781,44,8,2,3
85.65,77,1988,44,7,2,5
79.13,58,1805,29,9,5,5
91.17,58,1031,37,9,5,6
64.31,58,1748,44,8,3,3
60.86,58,810,12,8,3,4
88.64,35,1118,21,8,3,5
67.52,58,1642,6,9,2,4
83.61,58,1031,37,9,5,5
61.27,58,1465,44,8,2,3
77.65,58,2421,44,9,2,5
84.11,72,2256,31,8,3,5
75.03,58,1024,44,8,5,5
92.03,58,2025,44,8,3,6
88.53,58,2175,31,8,3,6
90.17,58,1031,37,9,5,6
65.74,58,502,6,9,5,3
88.13,58,1770,39,9,5,6
95.78,21,1748,44,8,3,6
83.96,58,795,37,9,5,5
85.33,64,1748,44,8,3,5
92.08,64,1748,44,8,3,6
100,64,1921,33,8,3,6
90.96,58,1031,37,9,5,6
92.7,58,1804,40,9,5,5
89.42,58,1390,44,9,5,5
89.67,58,63,35,8,5,5
88.91,58,1390,44,9,5,5
83,58,952,42,9,5,5
78.61,21,1134,36,8,3,5
81.06,58,765,13,9,3,5
100,58,2040,34,8,3,6
93.64,58,207,34,8,3,6
92.22,58,1031,37,9,5,6
97.44,21,977,38,8,3,6
86.96,58,519,35,9,5,5
78.71,58,873,38,9,3,5
83.06,58,873,38,9,3,5
95.19,64,1463,44,8,3,6
91.83,58,2392,37,9,5,5
97.11,58,2376,34,8,3,6
76.04,58,519,35,8,5,4
92.26,58,1031,37,9,5,6
76.83,58,1031,37,9,5,5
85.26,58,63,35,8,5,5
92.48,58,1031,37,9,5,6
89.26,57,306,35,9,5,5
91.52,58,1031,37,9,5,6
74.78,58,1003,45,8,5,4
78.48,58,1003,45,8,5,5
91.03,58,555,33,8,3,6
78.47,58,58,35,8,3,5
84.56,64,292,35,8,3,5
86.26,58,1832,35,9,5,5
86.96,58,519,35,9,5,5
66.31,58,1691,16,8,3,4
63.86,58,1278,16,8,3,3
82.22,58,1936,16,8,3,5
81.44,50,552,35,8,3,5
87,77,1941,35,8,3,5
82.17,58,1952,5,9,5,5
84.48,58,1856,35,9,2,5
86.65,58,176,7,9,5,5
91.65,58,176,7,9,5,6
80.3,58,176,7,9,5,4
70.13,58,60,35,9,5,4
86.52,58,353,35,9,5,5
85.83,58,1351,39,9,5,5
75.74,58,557,35,8,5,4
94.48,58,428,35,9,5,6
95.48,58,428,35,9,5,6
85.92,58,821,27,8,3,5
77.63,58,1003,45,8,5,5
76.93,58,1003,45,8,5,5
75.3,58,1003,45,8,5,4
84.52,58,1003,45,8,5,5
79.41,58,1003,45,8,5,5
76.75,58,841,26,8,3,4
75.78,58,1003,45,8,5,5
75.96,58,1003,45,8,5,5
76.33,58,1003,45,8,5,4
78.7,58,1003,45,8,5,5
75.63,58,1003,45,8,5,4
82.78,58,1003,45,8,5,5
74.96,77,1003,45,8,5,4
81.15,58,1003,45,8,5,5
79.96,58,1293,45,8,5,5
83.96,58,1003,45,8,5,5
80.3,58,1003,45,8,5,5
91.41,58,922,44,8,5,6
91.48,58,922,44,8,5,6
91.37,58,922,44,8,5,6
89.81,58,922,44,8,5,6
88.17,58,922,44,9,5,5
94.37,58,922,44,8,5,6
92.63,77,922,44,8,5,6
80.74,58,937,45,8,5,5
90.81,58,937,45,8,5,6
81.44,58,2410,35,9,3,4
65.19,58,2410,35,8,3,3
78.15,58,937,45,8,5,5
79.96,58,937,45,8,5,5
81.81,58,937,45,8,5,5
81.78,58,937,45,8,5,5
84.7,58,937,45,8,5,5
76.26,58,916,38,9,5,4
94.97,58,188,27,8,3,6
85.96,58,176,7,9,5,5
80.52,58,176,7,9,5,5
88.83,58,176,7,9,5,5
69.78,58,176,7,9,5,4
96.75,58,1215,35,8,3,6
83.58,58,1215,35,8,3,5
79.91,58,2008,44,9,5,5
73.32,58,827,44,9,5,4
82.16,58,2092,44,9,2,5
68.65,58,1795,44,9,2,3
88.83,58,901,37,9,5,5
86.74,58,901,37,9,5,5
87.52,58,901,37,9,5,5
88.96,58,901,37,9,5,5
89.04,58,901,37,9,5,6
86.96,58,733,45,9,4,5
94.04,58,733,45,9,4,6
76.3,58,733,45,9,4,4
67.26,58,1073,38,9,2,3
86.22,58,733,45,9,4,5
63,58,2279,35,9,5,3
80.7,58,1024,44,8,5,5
85.17,58,557,35,9,5,5
80.3,58,462,35,9,5,5
56.36,58,1778,41,8,2,2
90.52,58,733,45,9,4,5
87.78,58,733,45,9,4,5
82.3,58,733,45,9,4,5
86.78,58,733,45,9,4,5
77.3,58,991,42,9,5,4
90.78,58,733,45,9,4,5
84.13,58,733,45,9,4,5
89.96,58,733,45,9,4,5
82.43,58,733,45,9,4,5
82.13,58,733,45,9,4,5
82.52,58,733,45,9,4,5
78.74,58,1720,40,9,4,5
96.5,58,1069,44,8,3,6
67.69,58,474,44,8,3,4
85.61,58,1720,40,9,4,5
86.91,58,1804,40,9,5,5
84,58,1720,40,9,4,5
77.61,58,1694,40,9,5,5
92.15,58,922,44,8,5,6
89.74,58,922,44,8,5,5
85.78,58,922,44,8,5,5
75.74,58,406,43,9,5,4
85.26,58,406,43,9,5,5
84.7,58,1720,40,9,4,5
87.96,58,1720,40,9,4,5
67.42,58,2065,19,9,2,3
84.43,58,2019,45,9,5,5
83.5,58,1716,26,8,3,5
83.75,58,1716,26,8,3,5
80.94,58,1716,26,8,3,5
84.76,58,682,26,9,3,5
83.39,58,462,35,9,5,5
79.04,58,361,30,9,5,5
78.61,58,361,30,9,5,4
91.39,58,361,30,9,5,6
91.3,58,361,30,9,5,5
98.86,58,1543,35,8,3,6
85.22,58,1720,40,9,4,5
74.43,58,1720,40,9,4,4
82.04,58,1720,40,9,4,5
80.13,58,1720,40,9,4,5
82.39,58,1720,40,9,4,5
86.13,58,1720,40,9,4,5
80.87,58,2272,41,9,5,5
77.48,58,1720,40,9,4,5
81.83,58,1735,29,9,5,4
81.3,58,1409,40,9,5,5
86,58,1720,40,9,4,5
75.39,58,1720,40,9,4,4
75.09,58,1720,40,9,4,4
75.74,58,1720,40,9,4,5
82.7,58,1720,40,9,4,5
83.78,58,1720,40,9,4,5
86.04,58,1720,40,9,4,5
81.39,58,1720,40,9,4,5
80,58,1720,40,9,4,5
89.48,58,1720,40,9,4,5
79.04,58,1720,40,9,4,5
79.43,58,1720,40,9,4,5
79.04,58,1720,40,9,4,5
69.84,58,40,19,9,2,4
78.48,58,2044,40,9,4,5
75.91,58,1720,40,9,4,5
88.96,58,2019,45,9,5,5
88.09,58,1720,40,9,4,5
91.48,58,1720,40,9,4,6
80.7,58,1720,40,9,4,5
86.22,58,2019,45,9,5,5
91.57,58,2019,45,9,5,5
91.65,58,2019,45,9,5,5
81.78,58,2019,45,9,5,5
88.04,58,2019,45,9,5,5
76.04,58,1582,40,9,4,4
76.96,58,1582,40,9,4,4
86.04,58,1582,40,9,4,5
75.13,58,1582,40,9,4,4
78.83,58,1582,40,9,4,5
74.87,58,1582,40,9,4,4
70.52,58,1582,40,9,4,4
71,58,1582,40,9,4,4
78.26,58,1582,40,9,4,5
76.78,58,1582,40,9,4,4
75.09,58,1582,40,9,4,4
66.06,58,711,39,8,2,3
77.87,58,1582,40,9,4,4
76.13,58,1582,40,9,4,5
76.22,58,1582,40,9,4,4
73.65,58,1582,40,9,4,4
72.83,58,1582,40,9,4,4
77.17,58,1582,40,9,4,4
75.57,58,1582,40,9,4,5
75.3,58,1582,40,9,4,4
69.69,58,1732,29,8,3,5
86.09,58,252,39,9,5,5
86,58,252,39,9,5,5
84.17,58,252,39,9,5,5
74.43,58,1582,40,9,4,4
72.22,58,991,42,9,5,4
91.26,58,525,35,9,5,6
90.3,58,2387,44,8,5,5
92.61,58,1171,35,9,5,5
73.89,58,2462,43,8,3,5
84.67,58,2055,42,8,3,5
78.78,58,1715,42,8,3,5
80.33,58,2055,42,9,3,5
78.58,58,2055,42,8,3,5
73.76,58,1672,42,9,3,4
72.59,58,1672,42,9,3,4
87.11,35,1118,21,8,3,5
91.56,35,1118,21,8,3,5
96.11,58,509,44,8,5,6
85.97,35,1118,21,8,3,5
80.97,35,1118,21,8,3,5
87.03,58,1118,21,8,3,5
88.31,58,1118,21,8,3,5
88.25,35,1118,21,8,3,5
82.83,58,1351,39,9,5,5
88.11,58,1118,21,8,3,5
86.22,58,1118,21,8,3,5
93.86,64,58,35,8,3,6
86.13,58,2102,11,9,5,5
80.7,58,2102,11,9,5,5
100,64,1215,35,8,3,6
78.96,58,2152,11,8,5,4
78.37,58,2152,11,8,5,4
99.94,64,1215,35,8,3,6
90,58,2152,11,9,5,5
64.57,58,991,42,9,5,3
92.17,58,2152,11,9,5,5
90.13,58,2152,11,9,5,5
93.78,58,2152,11,9,5,5
89.81,58,2152,11,8,5,4
85.65,58,2152,11,9,5,5
92.17,58,2152,11,9,5,5
89.93,58,428,35,8,5,4
86.41,58,2152,11,8,5,4
91.39,58,525,35,9,5,5
97.13,58,525,35,9,5,6
91.44,58,2152,11,8,5,5
92.43,58,2152,11,9,5,5
90.52,58,1221,35,8,5,4
91.81,58,1221,35,8,5,5
89.07,58,428,35,8,5,4
78.26,58,2431,11,9,5,5
96.26,58,2152,11,9,5,6
85.09,58,2152,11,9,5,5
88.85,58,2152,11,8,5,4
85.04,58,2152,11,8,5,4
89.59,58,2152,11,8,5,5
84.26,58,2152,11,9,5,5
90.7,58,525,35,9,5,5
80.26,58,2019,45,9,5,5
89,58,2019,45,9,5,5
91.26,58,2019,45,9,5,5
91.35,58,2019,45,9,5,5
88.35,58,2019,45,9,5,5
91,58,2019,45,9,5,5
87.43,58,2019,45,9,5,5
87.83,58,2019,45,9,5,5
87,58,2019,45,9,5,5
92.39,58,2019,45,9,5,5
88.91,58,2019,45,9,5,5
92.04,58,2019,45,9,5,5
81.26,58,2019,45,9,5,5
84.96,58,2019,45,9,5,5
89.3,58,2019,45,9,5,5
88.39,58,2019,45,9,5,5
79.7,58,2296,35,9,5,5
79.09,58,2296,35,9,5,4
80.7,58,916,38,9,5,5
68.19,35,2314,21,8,3,4
66.57,58,1813,21,9,5,3
67.84,58,2268,41,9,5,4
93,58,46,35,8,5,5
71.91,58,1333,43,9,4,4
95.03,21,945,44,8,3,6
91.39,58,1816,5,9,5,6
86.65,58,1816,5,9,5,5
81.04,58,1816,5,9,5,5
77.52,58,1816,5,9,5,4
90.09,58,1816,5,9,5,6
87.52,58,1816,5,9,5,5
91.78,58,1660,15,9,5,6
83.65,58,1816,5,9,5,5
82.91,58,1952,5,9,5,5
76.48,58,1816,5,9,5,4
75.39,58,1816,5,9,5,4
91.87,58,1816,5,9,5,6
82.78,58,1816,5,9,5,5
87.91,58,1816,5,9,5,5
84.91,58,1582,40,9,4,5
61.44,58,1816,5,9,5,4
92.33,58,523,35,8,3,6
89.25,58,1092,21,8,3,6
77.78,58,293,35,8,3,5
97.25,58,2040,34,8,3,6
99.94,58,2040,34,8,3,6
72.72,58,514,35,8,3,5
91.53,33,782,45,8,3,6
84.61,58,2272,41,9,5,5
100,21,977,38,8,3,6
72.39,58,173,21,9,5,4
99.89,64,293,35,8,3,6
68.25,58,1294,40,8,3,4
69.67,58,173,21,8,5,3
75.11,58,2304,21,8,5,4
75.11,58,2,21,8,3,5
64.31,58,630,30,8,3,4
74.31,58,501,6,8,3,5
76.64,58,1216,35,8,3,4
94.25,58,1150,35,8,3,6
78.11,58,2304,21,8,5,4
82.53,49,2186,31,8,3,5
70.11,58,2304,21,8,5,4
69.14,58,1004,45,8,3,4
84.28,58,1004,45,8,3,5
91.86,58,2036,35,8,3,6
84.94,77,561,35,8,3,5
74.36,61,561,35,8,3,4
71.63,58,2304,21,8,5,4
61.89,63,2295,35,8,3,3
77.28,35,801,37,8,3,4
60.36,58,592,44,8,2,3
66.19,21,945,44,8,3,4
