sec,nat,scho,town,sect,study,final
0,58,339,43,8,2,3
61.08,77,1909,43,8,3,3
67.83,58,1300,43,9,5,3
75.96,58,1336,43,9,5,4
57.24,58,1909,43,9,3,3
85.69,58,1142,43,8,3,5
90,58,1137,43,9,5,5
79.06,77,2290,43,8,3,5
77.78,58,1336,43,9,5,5
71.97,58,735,37,8,2,4
77.55,58,1288,43,9,2,4
77.48,58,1336,43,9,5,5
86.43,58,406,43,9,5,5
85.14,58,508,44,8,5,5
62.36,58,599,43,8,2,3
61.9,58,1386,43,9,2,3
60.76,58,406,43,9,5,4
88.81,58,2098,43,8,3,5
94.39,58,2290,43,8,3,5
61.97,58,384,30,9,5,4
72.3,58,635,35,9,5,4
83.83,58,428,35,9,5,5
84.14,58,406,43,9,5,5
76,58,1336,43,9,5,4
78,58,2097,40,9,5,5
84.96,58,2022,43,9,5,5
80.39,58,2022,43,9,5,4
83.43,58,2097,40,9,5,5
84,58,484,43,9,5,5
77.22,58,316,30,8,5,4
83.82,58,1948,43,9,5,5
78.28,58,1009,43,8,2,4
72.91,58,2028,35,9,5,5
77.52,58,72,43,9,5,4
81.17,58,384,30,9,5,5
72.3,58,72,43,9,5,4
70.39,58,72,43,9,5,3
77,58,1471,30,9,2,4
85.09,58,973,45,9,5,5
76.04,58,1902,35,8,5,4
67.61,58,1137,43,9,5,4
73.13,58,72,43,9,5,4
75.43,58,72,43,9,5,4
81.78,58,1137,43,9,5,5
93.87,58,1137,43,9,5,6
74.77,58,1663,43,9,2,4
82.42,58,1137,43,9,5,5
82.87,58,186,27,9,5,5
90.17,58,406,43,9,5,5
77.61,58,769,43,8,3,4
85.94,58,1807,43,8,3,5
68.91,58,72,43,9,5,3
69.17,58,2098,43,8,3,3
90.7,58,2299,30,9,5,5
87.09,58,1137,43,9,5,5
70.15,58,1663,43,9,2,4
75.47,58,344,30,9,2,4
72,58,2457,43,9,5,4
73.13,58,2092,44,9,2,4
67.48,58,2456,43,9,2,3
87.26,58,2457,43,9,5,5
85.78,58,484,43,9,5,5
79,58,484,43,9,5,5
73.22,58,72,43,9,5,4
60.64,58,2290,43,8,3,4
80.43,58,1720,40,9,4,5
87.7,58,406,43,9,5,5
87,58,1807,43,8,3,5
57.67,58,588,43,8,3,3
82.13,58,484,43,9,5,5
81.09,58,2457,43,9,5,5
90.04,58,1137,43,9,5,5
83.39,58,406,43,9,5,5
79.39,58,1336,43,9,5,5
69.09,58,1948,43,9,5,4
75.27,58,1948,43,9,5,4
75.64,58,1948,43,9,5,4
69.91,58,2437,30,9,5,3
62.09,58,2437,30,9,5,3
90.11,58,922,44,8,5,5
79.61,58,1225,44,9,5,4
85.58,58,1550,44,8,3,5
62.92,58,1338,44,8,3,4
64.36,77,1692,44,8,2,3
64.19,63,1803,44,8,5,4
72.91,77,1803,44,8,5,4
56.33,58,2273,44,8,3,2
75.48,58,1803,44,9,5,5
61.36,58,1266,44,8,3,3
61.42,58,2273,44,8,3,3
62.39,58,1281,35,9,5,4
69.52,77,1463,44,8,2,3
71.44,58,1195,23,8,3,4
58.56,77,1563,44,8,3,3
64.29,58,1486,30,9,2,3
78.53,58,716,44,8,3,5
65.25,58,1223,39,8,2,3
71.97,58,2421,44,8,3,4
77.17,58,2383,44,8,3,4
57.26,58,1988,44,7,3,3
57.94,49,1349,44,8,5,3
68.06,58,1988,44,7,2,3
70.86,77,1577,44,8,5,4
73.47,58,418,44,8,3,5
66.58,58,2025,44,8,3,4
87.62,58,232,44,9,3,5
59.19,58,146,44,8,3,3
62.72,58,198,44,8,5,3
71.11,58,1466,44,8,5,4
67.52,58,1466,44,8,5,4
70.64,58,922,44,8,5,4
61.34,58,591,44,7,3,2
69.97,58,239,39,9,3,4
66.04,58,615,44,9,5,3
67.31,58,474,44,8,3,3
71.42,16,1023,44,8,3,4
62.91,77,591,44,7,3,3
68.44,77,592,44,8,2,3
79.57,77,1702,44,9,4,5
63.89,77,508,44,8,5,4
84.3,58,508,44,8,5,5
62.56,58,1349,44,8,5,4
63.92,77,715,44,8,5,4
82.89,77,2435,44,8,5,5
84.58,58,1122,44,9,2,5
67.04,58,922,44,8,5,4
70.32,58,1225,44,9,5,4
84.17,77,623,44,8,5,5
63.86,58,515,44,8,5,4
69.78,58,624,44,8,3,4
62.36,58,623,44,8,5,4
69.55,58,2277,44,8,2,3
77.52,58,1922,7,9,5,4
76.14,58,624,44,8,3,4
55.06,58,2277,44,8,2,2
87.47,58,2277,44,8,2,4
71.81,58,1469,44,8,2,3
81.13,58,384,30,9,5,5
92.33,58,1338,44,8,3,6
74.33,58,1024,44,8,5,5
68.97,58,2421,44,9,2,4
53.73,33,1547,44,8,1,2
85.19,58,515,44,8,5,4
65.09,58,515,44,9,5,4
81.97,58,1349,44,8,5,4
60.08,58,198,44,8,5,3
68.88,58,1950,7,9,2,4
55.44,58,200,44,8,2,2
78.3,58,721,30,8,5,4
71.79,58,1211,44,8,2,4
65.35,58,1024,44,8,5,4
83.11,58,590,44,8,3,5
65.96,58,509,44,8,5,3
68.3,58,2011,44,9,5,3
86.65,58,1122,44,9,2,5
54.53,58,590,44,8,3,3
66.76,58,515,44,8,5,4
70.81,58,715,44,9,5,4
69.83,58,1803,44,8,5,4
78.83,58,945,44,8,3,4
86.44,58,716,44,8,3,4
73.58,58,474,44,8,3,5
90.97,58,1023,44,8,3,5
90.03,58,2221,44,8,3,6
66.07,50,1803,44,8,5,4
84.04,58,1803,44,8,5,4
85.92,58,1550,44,8,3,5
87.58,58,2220,31,8,3,5
89.11,58,1550,44,8,3,5
83.64,58,1550,44,8,3,5
76.83,58,361,30,9,5,4
87.81,58,1803,44,8,5,5
87.53,58,1550,44,8,3,5
75.92,58,922,44,8,5,5
79.22,58,515,44,8,5,4
70.11,58,1390,44,8,5,3
64.59,58,2387,44,9,5,4
60.39,58,541,44,8,3,3
57.36,58,541,44,8,3,2
70.44,58,654,44,8,3,4
78.39,58,378,44,8,3,4
60.97,77,541,44,8,3,3
57,58,654,44,8,3,4
85.35,58,2138,41,9,5,5
85.85,58,508,44,8,5,5
68.96,58,1349,44,8,5,4
80.78,58,2387,44,8,5,5
82.96,58,2435,44,8,5,5
80.28,77,2435,44,8,5,5
62.08,58,69,44,8,2,3
66.58,58,508,44,8,5,4
84.86,58,1023,44,8,3,4
74.22,58,715,44,8,5,4
67.14,58,1390,44,8,5,3
68.64,58,1771,44,8,3,4
62.81,58,1482,44,8,3,3
65.7,58,827,44,8,5,4
71.52,77,2008,44,9,5,4
61.58,58,2008,44,9,5,3
66.84,58,2008,44,9,5,4
70.78,58,2382,44,8,5,4
82.03,58,2139,30,8,3,5
72.44,58,2308,35,8,5,5
77.11,58,2382,44,8,5,4
64.7,58,605,44,8,5,3
78.94,58,197,7,9,2,4
63.57,58,605,44,9,5,3
71.85,58,592,44,8,2,4
71.91,58,2435,44,9,5,4
81.48,58,198,44,8,5,4
68.73,58,2435,44,9,5,4
70.15,58,592,44,8,2,4
74.17,58,198,44,9,5,4
69,58,198,44,9,5,4
70.74,58,1554,40,8,2,4
65.36,58,605,44,9,5,3
80.11,58,1349,44,8,5,5
63.43,58,715,44,9,5,4
75.41,58,615,44,9,5,4
77.91,58,615,44,9,5,4
61.9,58,2092,44,9,2,3
78.22,58,1402,44,9,2,4
82.09,58,2343,19,8,2,4
82,58,2387,44,9,5,4
76.74,58,1604,44,9,5,4
94.33,58,1221,35,8,5,5
80.35,58,1647,44,9,5,5
67.45,58,1482,44,8,2,4
75.33,58,715,44,8,5,4
72.15,58,1647,44,8,5,3
71.22,58,1647,44,9,5,4
68.48,58,592,44,8,2,4
79.47,58,136,44,9,2,4
89.67,58,922,44,8,5,5
67.31,58,2496,3,8,2,3
69.93,58,1803,44,8,5,4
63.97,58,1577,44,8,5,3
79.05,58,515,44,8,5,5
90.14,61,1692,44,8,3,5
80.63,58,827,44,8,5,5
89.53,58,715,44,8,5,5
62.19,58,198,44,8,5,3
58.97,58,470,5,8,2,2
68.19,58,1402,44,8,3,3
73.91,58,827,44,9,5,4
70.57,58,1466,44,9,5,4
93.96,58,652,44,9,3,5
65.33,58,827,44,8,5,3
63.64,63,1803,44,8,5,4
84.63,58,515,44,8,5,5
68.11,58,654,44,8,3,3
59.92,77,2500,44,8,3,3
83.48,58,827,44,8,5,5
68.17,58,922,44,8,5,4
60.11,58,1349,44,8,5,3
78.93,77,2435,44,8,5,5
58.25,58,1390,44,8,5,3
61.92,58,1482,44,8,2,3
81.93,58,515,44,8,5,5
69.26,58,515,44,8,5,4
86.97,58,605,44,8,5,4
79.13,58,827,44,9,5,4
70.03,58,508,44,9,5,4
69.39,21,1851,44,8,2,3
68.67,58,2169,31,8,5,4
73.48,58,2445,44,9,5,4
80.78,58,2126,2,9,2,4
87.43,58,633,20,9,2,5
92.94,58,1069,44,8,3,6
74.44,58,1349,44,8,5,4
77.36,58,1663,43,8,3,4
68.28,58,508,44,8,5,4
73.19,58,592,44,8,2,3
66.08,58,592,44,8,3,4
84.39,58,922,44,8,5,5
69.37,58,1466,44,8,5,3
64.92,58,69,44,8,3,4
76.39,58,922,44,8,5,4
77.83,77,592,44,8,2,4
68.45,61,592,44,8,2,4
60.64,77,592,44,8,2,3
67.14,58,509,44,8,5,4
74.56,58,2382,44,8,5,5
74.95,58,2445,44,9,5,4
65.68,58,1281,35,9,5,4
75.68,58,2445,44,9,5,4
66.64,58,508,44,8,5,4
83.74,77,842,44,9,3,5
0,21,1402,44,9,3,4
74.19,77,432,44,8,3,3
61.97,77,1271,44,8,2,3
90.53,58,516,44,8,3,5
67.04,58,1467,20,8,4,4
71.41,58,509,44,8,5,4
86.39,58,1122,44,9,2,5
77.74,58,1948,43,9,5,5
79.65,58,1225,44,9,5,4
73.17,58,1604,44,9,5,4
75.91,58,1225,44,9,5,4
76.22,58,827,44,9,5,5
78.32,58,1663,43,9,2,5
71.59,58,2011,44,7,5,4
86,58,2496,3,9,2,5
73.35,58,1349,44,9,5,4
63.35,58,2011,44,9,5,3
84.47,58,623,44,8,5,5
67.97,58,1988,44,7,2,3
74.17,58,827,44,9,5,4
71.45,58,715,44,9,5,4
65,58,2011,44,9,5,3
78,58,715,44,9,5,5
70.82,58,1390,44,9,5,4
69.52,58,1390,44,9,5,4
69.48,58,1390,44,9,5,4
73.32,58,1392,37,9,5,5
92.33,58,2387,44,8,5,6
87.63,58,508,44,8,5,5
76.74,58,1024,44,9,5,5
81.61,58,1596,44,9,2,5
0,58,2387,44,8,5,6
74.16,58,2387,44,9,5,5
92.59,58,922,44,8,5,6
68.74,58,715,44,8,5,4
78.48,58,1228,32,9,2,4
0,58,1803,44,9,5,5
88.37,58,2387,44,8,5,5
70.48,58,2011,44,9,5,4
71.42,58,1390,44,8,5,3
67.32,58,1230,44,9,2,4
70.7,58,515,44,8,5,4
74.57,58,623,44,9,5,4
67.27,58,623,44,9,5,4
83.13,58,509,44,9,5,5
79.07,58,781,44,8,2,4
68.23,58,1795,44,9,2,4
79.09,58,1402,44,9,2,4
79.7,58,1466,44,9,5,5
81.74,58,508,44,8,5,5
72.33,63,82,44,8,2,3
72.22,63,1884,44,8,3,4
85.15,58,827,44,8,5,5
76.07,58,1024,44,8,5,5
83.89,58,508,44,8,5,5
80.23,58,1050,44,9,5,5
71.52,58,430,15,9,5,4
64.38,58,430,15,9,5,3
68.48,58,431,15,9,2,4
69.59,58,430,15,9,5,3
78.56,58,508,44,8,5,5
62.91,58,190,15,9,3,3
64.04,58,430,15,9,5,3
62.57,58,430,15,9,5,3
76.87,58,430,15,9,5,4
56.9,58,430,15,9,5,3
68,58,430,15,9,5,4
65.7,58,1495,15,8,2,3
68.42,58,430,15,9,5,3
59.97,58,1761,15,8,2,3
59.11,58,444,15,8,3,3
94.61,58,1660,15,9,5,6
71.71,58,430,15,9,5,4
70.43,58,430,15,9,5,4
61.61,58,1306,15,9,2,3
68.61,58,431,15,9,2,4
77.48,58,1466,44,9,5,4
77,58,2272,41,9,5,4
69.65,58,431,15,9,2,4
65.86,58,430,15,9,5,4
80.13,58,1952,5,9,5,5
68.24,58,371,15,9,3,4
76.7,58,1952,5,9,5,4
72.26,58,430,15,9,5,4
71.5,58,176,7,9,5,4
70.64,58,176,7,9,5,4
66,63,179,7,8,3,4
67.3,58,176,7,9,5,4
74.04,58,176,7,9,5,4
77.43,58,176,7,9,5,4
78.94,58,329,30,8,5,4
74.74,58,492,7,9,5,4
73.52,58,492,7,9,5,4
87.39,58,2072,7,8,3,5
77.22,58,176,7,9,5,5
62.36,58,2488,7,8,2,3
81.91,58,176,7,9,5,5
83.96,58,492,7,9,5,5
81.87,58,492,7,9,5,5
82.81,58,1948,43,9,5,4
77.75,58,197,7,8,3,4
72.22,58,513,30,8,5,4
73.09,58,1017,12,9,5,4
70.47,58,2198,31,8,3,4
70.61,58,2172,31,9,5,4
85.04,58,1236,35,9,5,5
86.17,58,2211,31,9,5,5
62.97,58,2188,31,8,3,3
74.41,58,2169,31,8,5,4
76.57,58,2172,31,9,5,5
69.86,58,2177,31,8,2,4
66.83,58,2224,31,8,5,3
62.28,58,2145,17,9,5,3
83.63,58,2233,31,8,5,5
64.39,41,399,20,8,3,4
66.14,58,2182,31,8,3,4
77.85,58,2194,31,9,3,4
71.35,58,2252,31,9,3,4
72.92,58,2194,31,8,3,4
64.36,58,2228,31,8,3,3
81.43,58,2172,31,9,5,5
83.58,58,2255,31,8,3,5
78.81,58,2253,31,8,3,4
77.67,58,2233,31,8,5,4
73.03,58,2252,31,9,3,4
81.11,58,2233,31,8,5,5
64.36,58,2194,31,8,3,4
60.08,41,2232,31,8,3,3
62.08,77,2173,31,8,3,4
63.47,49,2252,31,8,3,4
83.14,58,2189,31,8,3,5
56.29,58,2233,31,9,5,3
74.97,58,2233,31,8,5,4
74.81,58,2169,31,8,5,4
62.67,58,2267,31,8,1,3
69.17,58,2257,31,8,3,4
79.92,58,2264,31,8,3,5
73.22,63,2267,31,8,3,4
67.89,58,2197,31,8,3,3
77.19,58,2233,31,8,5,4
90.75,58,2197,31,8,3,6
68.09,58,2231,31,9,5,4
65.92,58,2224,31,8,5,3
68.78,58,2169,31,8,5,4
91.75,58,58,35,8,3,6
76.22,58,2231,31,9,5,4
71.04,58,2172,31,9,5,4
61.97,58,2169,31,8,5,3
60.79,58,2172,31,9,5,4
65.22,58,2169,31,9,5,3
67.04,58,2172,31,9,5,4
85.26,58,2172,31,9,5,5
82.26,58,2169,31,9,5,5
77.52,58,615,44,9,5,4
92.56,58,1516,38,8,3,6
67.48,58,2224,31,9,5,4
61.75,58,2227,31,8,3,3
60.06,58,2260,31,8,3,3
76.04,58,2233,31,8,5,4
56.75,58,2227,31,8,3,2
78.52,58,2233,31,8,5,4
64.48,58,2224,31,8,5,3
69.7,58,2224,31,9,5,4
67.17,58,2233,31,9,5,4
88.53,58,1516,38,8,3,6
62.22,58,2224,31,8,5,3
80.23,58,1958,31,5,3,5
64.3,58,2169,31,9,5,3
73.35,58,2169,31,9,5,4
82.33,58,1074,20,9,5,5
62.74,58,2169,31,9,5,3
68.22,58,2169,31,9,5,4
76.93,58,2169,31,8,5,4
65.39,58,2262,31,8,2,4
71.88,58,2168,31,9,3,4
76.91,58,2169,31,9,5,4
61.48,58,2224,31,8,5,3
68.39,58,2169,31,9,5,3
88.78,58,428,35,8,5,5
69.74,58,2218,31,9,3,4
60,58,2254,31,8,3,3
73.03,58,2254,31,9,3,4
64,58,2254,31,8,3,4
66.31,58,2254,31,8,3,4
67.97,58,2228,31,8,3,4
60.81,77,2174,31,8,2,3
63.5,1,2254,31,8,3,4
71.88,46,2254,31,9,3,4
61.36,1,2254,31,8,3,4
62.14,63,2254,31,8,3,4
77.85,58,2218,31,9,3,5
70.17,58,2172,31,9,5,4
64.58,58,2218,31,8,3,3
62.39,58,2206,31,8,3,3
75.94,58,2218,31,9,3,4
59.25,58,2190,31,8,3,3
66.78,58,2172,31,9,5,4
82.57,58,2172,31,9,5,5
84.61,58,795,37,9,5,5
72.89,58,2248,31,8,2,3
79.94,58,2266,31,8,3,5
59.78,58,2169,31,8,5,3
59.74,58,2145,17,9,5,3
70.68,58,2219,31,9,4,5
69.06,58,2252,31,9,2,3
69.22,58,2169,31,9,5,4
73.17,58,2231,31,9,5,4
60.89,58,2184,31,8,3,4
72.69,58,2235,31,8,3,3
86.78,58,2249,31,9,5,5
74.72,58,2249,31,8,5,5
74.94,58,2210,31,8,3,4
84.65,58,2211,31,9,5,5
60.18,58,2217,31,9,2,3
72.94,58,2224,31,8,5,4
86.09,58,2233,31,8,5,5
87.77,58,2172,31,9,5,5
77.61,58,2231,31,9,5,4
75.3,58,2222,31,8,2,4
90.26,58,1409,40,9,5,5
80.17,58,2231,31,9,5,5
71.26,58,2207,31,9,2,4
70.05,58,2256,31,9,2,3
64.3,58,181,35,9,5,4
70.04,58,2231,31,9,5,4
75.48,58,2233,31,9,5,4
65.14,58,2155,31,9,2,3
68.26,58,2219,31,9,4,4
68.35,58,2231,31,9,5,4
65.91,58,2169,31,9,5,3
64.61,58,2233,31,9,5,3
70.04,58,2233,31,9,5,4
76.59,58,2233,31,9,5,4
79.96,58,2233,31,9,5,5
68.96,58,2233,31,9,5,4
77.57,58,2172,31,9,5,4
82.39,58,2231,31,9,5,5
74.11,58,2173,31,8,3,4
61.15,58,2252,31,9,3,3
78.33,58,2233,31,8,5,5
63.29,58,2252,31,9,2,3
64.78,58,2224,31,8,5,4
69.92,50,2252,31,8,2,3
83.61,58,2258,31,8,3,4
71.48,58,2231,31,9,5,4
78.17,58,2172,31,9,5,5
83.64,58,2191,31,8,3,5
72.48,58,2172,31,9,5,4
70.91,58,2172,31,9,5,4
65.83,58,2252,31,8,2,3
79.39,58,2219,31,9,4,5
79.17,58,2219,31,9,4,5
59.82,58,2252,31,9,3,3
61.19,58,2174,31,8,2,3
65.24,58,2234,31,9,3,3
61.26,58,2224,31,8,5,3
69.58,58,2256,31,9,2,3
60.88,58,2252,31,9,2,2
59.67,58,2234,31,8,3,3
66.35,58,2234,31,9,3,3
65.22,58,2224,31,8,5,3
67.67,58,2217,31,8,3,3
76.88,58,2217,31,9,3,4
71.94,58,1083,45,8,5,4
74.53,58,2252,31,8,3,4
82,58,2172,31,9,5,5
79.92,58,2189,31,8,3,5
57.74,58,2219,31,9,4,4
67.03,58,2207,31,9,2,3
78.7,58,2233,31,8,5,4
62.81,58,2233,31,8,5,4
58.81,58,1771,44,8,2,3
78.56,58,2169,31,8,5,4
73.65,58,2224,31,9,5,4
65.63,58,2169,31,8,5,3
66.04,58,2169,31,9,5,3
57.97,58,2169,31,8,5,3
68.94,58,2207,31,8,3,4
83.04,58,2219,31,9,4,5
68.35,58,2169,31,9,5,3
80.43,58,1609,37,9,5,5
68.04,58,2172,31,9,5,4
67,58,2169,31,9,5,4
65.81,58,1295,10,8,3,4
80.74,58,2169,31,8,5,4
65.56,58,2255,31,8,2,3
93.33,58,2191,31,8,3,6
62.56,58,2224,31,8,5,3
68.17,58,2224,31,8,5,3
72.38,21,2219,31,9,4,5
68.17,58,2169,31,9,5,4
86.17,58,2230,31,8,3,5
62.67,58,2219,31,9,4,4
68.42,58,2255,31,8,3,3
78,58,2255,31,8,2,5
62.65,58,2231,31,9,5,3
68.19,58,2182,31,8,3,3
72.83,58,2249,31,8,5,4
63.17,58,2211,31,9,5,3
67.5,58,2260,31,8,2,3
79.28,58,958,20,8,3,5
75.86,58,2173,31,8,3,4
73.7,58,2231,31,9,5,4
77.3,58,2219,31,9,4,5
77,58,2219,31,9,4,5
67.87,58,2211,31,9,5,4
74.68,58,2210,31,9,2,5
75.65,58,735,37,9,2,4
73.18,58,2169,31,9,5,4
68,58,2231,31,9,5,4
69.18,58,2219,31,9,4,4
72.07,58,2169,31,8,5,4
80.32,58,2234,31,9,2,4
64.55,58,2233,31,9,5,3
63.78,58,2251,31,9,5,3
64.39,58,2383,44,8,3,4
84.31,58,2264,31,8,3,5
75.32,58,2218,31,9,3,4
62.19,58,2258,31,8,2,3
60.52,58,2224,31,8,5,3
69.39,58,2233,31,9,5,4
61.76,58,2193,31,8,2,3
69.83,58,2224,31,9,5,4
75.97,58,252,39,9,5,5
70.53,21,2232,31,8,3,4
70.88,58,2256,31,9,3,4
78.97,58,2217,31,9,3,5
63.22,58,2169,31,9,5,4
94.78,58,467,43,8,3,6
82.39,58,1296,37,9,5,5
79.44,58,2145,17,9,5,4
82.65,58,2145,17,9,5,4
72.08,58,2382,44,8,5,5
80.61,58,1603,20,9,5,4
70.74,58,1669,20,9,5,4
73.87,58,1397,37,9,5,4
80.43,58,1603,20,9,5,4
77.22,58,1133,20,8,3,4
82.87,58,1603,20,9,5,5
99.92,77,399,20,8,3,6
84.7,58,1603,20,9,5,5
91.83,58,399,20,8,3,6
81.65,58,1608,20,9,5,5
88.74,58,1467,20,8,4,5
73.43,58,1669,20,9,5,4
61.63,58,1467,20,8,4,3
80.7,58,1603,20,9,5,4
95.11,58,1133,20,8,3,6
76.5,58,1074,20,9,5,4
71,58,1133,20,8,3,4
60.25,58,1133,20,8,3,4
77.87,58,1669,20,9,5,4
82.13,58,633,20,9,2,5
77.48,58,1603,20,9,5,4
79.96,58,1603,20,9,5,5
85.61,58,1603,20,9,5,5
81.74,58,1603,20,9,5,4
63.14,58,1047,37,8,3,4
65.32,58,1263,36,9,3,3
64.64,58,847,9,9,5,4
74.57,58,1093,36,9,5,4
57.67,58,761,36,8,2,3
86.3,58,2216,36,9,5,5
64.32,58,1077,36,9,2,3
76.91,58,2038,36,9,3,4
79.52,58,2216,36,9,5,5
72.1,58,1263,36,9,2,3
55.14,58,1263,36,9,2,2
88.04,58,2216,36,9,5,5
81.56,58,582,36,9,3,5
86.92,58,920,36,8,3,5
72.94,58,1077,36,9,2,4
86.35,58,857,36,9,5,5
70.23,58,1077,36,9,2,4
65.82,58,858,36,9,3,4
84,58,857,36,9,5,5
85.87,58,2215,36,9,5,5
79.91,58,684,36,9,5,4
68.82,58,2038,36,9,3,3
85.04,58,2216,36,9,5,5
83.92,58,2038,36,8,3,4
82.87,58,2216,36,9,5,5
73.75,77,528,4,9,2,4
66.25,58,1722,38,8,2,4
66.5,58,851,36,8,2,3
74.78,58,633,20,8,2,3
81.11,58,331,35,8,5,4
79.41,58,331,35,8,5,4
71.45,58,1490,45,8,2,3
58.91,58,70,36,9,2,3
62.69,58,1140,9,8,5,4
86.96,58,1093,36,9,5,5
69.3,58,517,4,9,5,3
64.65,58,517,4,9,5,3
87.57,58,2216,36,9,5,5
78.91,58,2216,36,9,5,5
79.09,58,2216,36,9,5,5
90.48,58,2216,36,9,5,6
66.26,58,2216,36,9,5,4
72.87,58,2216,36,9,5,5
68.37,58,2214,36,8,4,4
94.06,58,1134,36,8,3,5
91.52,58,2216,36,9,5,6
63.69,58,1734,36,9,2,4
61.52,58,1414,21,9,5,3
0,77,49,35,8,3,5
52.55,58,2216,36,9,5,4
85.61,58,2216,36,9,5,5
80.13,58,857,36,9,5,5
82.77,58,1135,36,9,5,5
90.52,58,2431,11,9,5,5
85,58,2243,36,8,5,5
86.22,58,684,36,9,5,5
81.3,58,502,6,9,5,5
82.61,58,2215,36,9,5,5
86.62,58,2038,36,8,3,5
71.29,58,1077,36,9,3,4
72.47,58,134,36,9,2,4
65.94,58,1077,36,8,3,3
59.65,58,2216,36,9,5,4
84.96,58,684,36,9,5,4
62.31,58,2385,36,8,3,2
83.65,58,2216,36,9,5,5
76.72,58,1139,9,8,3,5
74.17,58,1140,9,9,5,4
73.81,58,1140,9,8,5,5
65.58,58,517,4,9,5,4
63.63,58,2243,36,8,5,4
70.45,58,1695,36,5,4,5
70.82,58,2297,36,9,3,4
60.33,58,1077,36,8,3,4
55.56,58,567,36,8,2,2
55.65,58,2385,36,9,3,3
89.26,58,2037,36,9,5,5
84.61,58,2037,36,9,5,5
89.52,58,2215,36,9,5,5
84.48,58,63,35,9,5,5
74.65,58,2215,36,9,5,4
78.47,58,2038,36,8,3,4
94.06,58,1706,36,8,3,6
73.13,58,1077,36,9,2,4
87.78,58,2216,36,9,5,6
68.11,58,2216,36,9,5,4
63.87,58,1110,36,9,3,4
79.04,58,2216,36,9,5,5
75.78,58,517,4,9,5,4
57.22,58,1140,9,8,5,3
58.14,58,1140,9,8,5,3
73.36,58,1999,12,8,2,4
88.91,58,1304,12,9,5,5
67.17,58,1140,9,8,5,4
73.22,58,763,12,9,5,4
89.96,58,857,36,9,5,6
84.22,58,1054,37,9,5,5
74.65,58,763,12,9,5,4
68.74,58,1140,9,8,5,4
80.89,58,658,36,8,3,5
83.22,58,810,12,8,3,5
73.06,58,1140,9,8,5,4
78.87,58,763,12,9,5,5
71.29,58,1304,12,9,5,4
86.3,58,2214,36,9,4,5
87.87,58,856,10,9,5,5
61.83,58,764,12,8,3,2
70.64,58,1140,9,8,5,4
85.04,58,1281,35,9,5,5
66.33,58,317,36,8,3,3
90.78,58,1940,35,9,5,5
67.94,58,956,38,9,3,3
66.19,58,2243,36,8,5,3
0,58,841,26,9,2,4
86.13,58,1574,36,9,5,5
75.96,58,1113,26,9,5,5
63.72,58,1476,26,9,4,3
77.17,58,1574,36,9,5,4
65.16,58,471,36,9,5,4
75.55,58,1574,36,9,5,5
61.68,58,2021,36,9,2,3
66.9,58,2021,36,9,2,3
81.57,58,1574,36,9,5,5
61.36,58,2243,36,9,5,4
56.17,58,1565,26,9,5,3
88.53,58,1035,45,8,5,5
70.7,58,974,45,9,5,4
74.94,58,1833,45,9,2,4
77.89,58,1002,45,8,3,4
74.19,58,1002,45,8,3,4
88.12,58,1096,45,9,3,5
74.33,58,1019,38,8,2,4
79.12,58,1096,45,9,3,5
67.32,58,918,45,9,2,4
66.42,58,1,23,8,3,3
63.42,58,299,45,8,3,4
66.97,58,1096,45,9,3,4
78.85,58,1096,45,9,3,4
64.35,58,1095,45,9,5,4
67.69,58,831,45,8,3,3
81.96,58,1095,45,9,5,5
69.03,58,1096,45,8,3,4
66.16,58,1095,45,9,5,4
70,58,1095,45,9,5,4
65.97,58,905,45,9,2,3
51.79,58,933,45,8,2,2
65.39,58,1003,45,8,5,4
77.22,58,1996,30,8,3,4
79.96,58,1204,45,9,4,5
79.97,58,849,45,9,2,4
83.52,58,1414,21,9,5,4
76.32,58,1007,45,9,2,4
67.26,58,1583,45,8,5,3
83.25,58,299,45,8,3,5
64.61,58,300,45,9,5,3
66.12,77,1490,45,9,3,3
61.44,58,2375,45,8,3,3
76.09,58,918,45,9,2,4
76.93,58,300,45,8,5,4
85.85,58,918,45,9,3,5
71.36,58,831,45,8,3,4
57.58,58,1573,45,8,3,3
88.11,58,181,35,8,5,5
93.97,58,217,45,8,3,5
83.58,58,964,45,8,3,5
74.78,58,1572,45,9,5,4
78.26,58,1572,45,9,5,5
74.74,58,1572,45,9,5,4
82.48,58,1572,45,9,5,5
57.59,58,1572,45,9,5,3
88.72,58,964,45,8,3,5
63.82,58,969,45,9,3,4
63.5,58,933,45,9,3,3
58.94,58,933,45,8,2,2
62.69,21,1275,45,8,2,3
73.8,77,2090,45,7,3,4
54.81,58,921,45,8,1,2
69.22,58,747,45,8,5,4
57.68,58,1083,45,9,5,3
74.79,58,1727,45,8,2,4
73.7,58,1083,45,9,5,4
70.82,58,1058,45,9,3,4
61.22,58,615,44,9,5,3
59.69,58,1275,45,8,2,3
70.23,58,1689,45,8,4,4
68.08,77,634,35,8,3,4
66.28,58,957,45,8,3,3
85.04,58,1689,45,8,4,5
67.17,58,747,45,8,5,4
69.68,58,1058,45,9,3,4
69.17,58,1274,45,9,5,3
68.08,58,1833,45,8,3,3
74.06,58,1833,45,9,3,4
86.47,58,1833,45,9,3,5
60.89,58,1833,45,8,3,3
69.88,58,907,45,9,5,4
